x,y,z,Frame
34.741539428997434,-3.2571678742612007,-91.64951285593185,4
-12.317068694615179,34.648152407429734,-55.00399818670651,4
-8.164652911351816,38.49571127798338,-56.850499562739046,4
12.341826234786001,47.49540823806861,-49.36418039076905,4
17.88024038692722,45.015730516544444,-38.61472273276151,4
-12.873849231279102,20.266618559609707,-28.420411119644918,4
33.852281212191656,30.25909845087768,-32.01132272135397,4
31.200909972660774,41.99406078974181,-43.08239810224678,4
27.099299594191464,24.50705897469269,-82.92353900968133,4
43.12392279154278,-18.42927349257212,-71.18055083807798,4
28.53080067437042,-20.995149069150976,-91.14006784585334,4
40.20507578560676,-4.536854538677642,-47.42642768501575,4
47.01912504967916,-1.4531201935967553,-78.1654799862757,4
47.540761451932774,19.21583585762257,-62.51048272186519,4
24.400451924097375,-5.5989010947198,-93.34908297068117,4
12.601173076370758,11.995042229341507,-83.49062014904764,4
22.838384695034005,49.10215337987098,-56.49198115007799,4
28.993336698915602,-23.32992439229328,-83.91335248868099,4
42.17006648222261,-2.9125686475988206,-86.26194758423705,4
37.06278374449249,23.87681180070415,-72.86814881314362,4
-2.334408632826724,23.544888162584584,-22.49402612808569,4
-18.306058497413854,23.557180373030224,-41.64539607016579,4
-12.008480649121912,17.743572483492926,-25.482092585632927,4
0.43628907454560134,15.993922987074821,-19.063350024507514,4
-15.062504940033707,16.503940032471732,-25.847315819601327,4
-8.077386736549588,16.354452184583057,-17.170422162302902,4
-1.1639648439641135,14.339027588919818,-13.501485349320305,4
-4.314574698049073,5.50357715361281,-15.308402923892508,4
-14.386599067352583,10.073383561687898,-22.528978458445813,4
-21.685478963795223,11.932141283950607,-41.75018918112517,4
-5.262547663980914,6.401239618233979,-26.60488424540254,4
-18.639027198481063,5.330862036582945,-35.11611031261891,4
9.766865415462487,31.222442935763016,-21.842335334305844,4
27.58616848547454,15.105518645104567,-26.683540428153865,4
-15.13356255677138,2.7685276665872296,-24.32157710834261,4
43.95039990123516,30.111392420412315,-54.10755816279714,4
2.646364702433258,21.780995572834403,-74.73387566747262,4
31.412195984444132,32.40947600844586,-65.70672020768069,4
37.92429709642186,4.134608487869952,-33.410546620132365,4
30.61687371040585,4.490601341788691,-83.99668874129168,4
42.37616445889201,-12.59604861082436,-60.30748897098423,4
45.748324161101635,7.378842138369056,-70.27139652434062,4
19.83136167186002,3.4576935380173346,-85.23582720106901,4
38.657318364325285,6.987338985066026,-77.04635643545795,4
-6.711067543424985,30.17872745740062,-71.29681015237875,4
-18.927264592304798,22.01362899627323,-46.02726244166571,4
-12.971812239982727,29.41899504813882,-67.67995251580358,4
17.421750193387705,4.758710534679348,-26.014236164144577,4
2.8618571679928517,6.928526363762037,-28.363961958402104,4
0.336127014625128,44.091784321033856,-57.512223600450746,4
47.127658506865984,-9.847841855588038,-75.42217632961137,4
47.28502231632122,10.173861561350124,-52.41705792352184,4
15.605909010587183,35.862530738776236,-24.320458485092498,4
27.79960794554587,-14.626499378526606,-94.4438333775718,4
37.11760111661448,-13.674516634110107,-100.38344758475458,4
43.65665359499265,18.87865329912049,-42.322144741339145,4
47.50654918128167,-1.7728124095133455,-65.47653260203147,4
30.495569050864052,-21.737084991832834,-73.33335742328612,4
25.37416941493388,-13.894798566707328,-45.275611521605626,4
22.093582942759014,-6.9989251853979315,-32.37365023997799,4
30.396095233821548,-18.008628088872968,-60.688977968239385,4
5.537837596121355,26.54602002406507,-21.238883412873502,4
11.913428212985915,15.150732933945104,-26.700587340180164,4
-16.517887186215514,29.687114454517396,-50.452090292607416,4
-17.13663220350739,29.683354816291867,-57.118489582808394,4
19.766282749971964,31.688911395460284,-75.01996361323482,4
11.457897163796043,45.855514793340596,-65.83094471838885,4
40.31087061801282,-25.390050644178423,-83.75318099802105,4
38.051860033090044,-22.02202652210811,-91.89426452824034,4
48.58432123814024,-16.0613601963486,-90.5212904675504,4
-5.9023263355419235,21.401992810704094,-67.9161509949348,4
-16.22515476845019,18.396501368520674,-57.47721972089189,4
-12.115917732716683,22.479717184604528,-64.56031682555529,4
-16.815372634979973,21.66162188396768,-61.34827471891284,4
-16.14539422704731,9.541389892508528,-51.23684438874055,4
-6.649350981782718,5.384912483159006,-36.27914602429667,4
-12.667615820799076,4.650777041588256,-44.40883667979847,4
7.822820267751912,-4.5300643562986265,-35.450711747225306,4
1.009746125006194,4.359986969168933,-36.769443153045614,4
-5.472995894178674,1.3342169500395349,-47.23835119912765,4
1.0821382136175337,-2.205520931823008,-50.796035215427636,4
-8.516605606725218,8.456717444199132,-56.50432218925719,4
-3.243621065882031,3.0083203735726967,-59.42985360773322,4
-9.620388474060505,14.183717115280489,-61.26505444233436,4
-4.25922589881954,12.265988101860394,-65.0712438654085,4
21.027564524661976,-13.585005185752154,-82.00313833583652,4
19.037847978840883,-4.019911680992907,-87.5076489834925,4
22.637057955957093,-17.478700693703058,-78.29804713662706,4
22.716993641426683,-7.530645666550826,-85.7008136532231,4
22.61161107693613,-18.09476975527017,-71.84303474644511,4
14.430940563177765,1.3985012722517984,-82.82766890751695,4
20.97833241730139,-17.106272496975027,-65.30057062365,4
15.371456713263699,-13.779282693690758,-71.01581312296021,4
13.107186265526959,-9.224175500197438,-76.18107939205791,4
13.023392491816749,-3.7485157426747335,-80.32788289127846,4
7.824302580156353,7.396851785742557,-79.21531036360074,4
6.731731510043841,-6.047790230663717,-70.92319463780784,4
9.686378201335696,-12.124441160979677,-64.59234303609225,4
15.218122311683429,-15.073977526612698,-53.59984292666023,4
6.018810601992192,0.37823522442018653,-74.96548596900385,4
10.680774110258652,-9.400869189261853,-43.54644602591283,4
4.71866584264668,-8.211930563534018,-55.71215137423656,4
1.4898217734808574,-1.6686943633652986,-65.34693252013645,4
1.7649038564928985,5.800421431685224,-68.83197088367305,4
1.2140437052913693,15.306659741235043,-71.85765134408621,4
8.711644385378545,-23.360942972509527,-73.54566236863542,4
-32.04607067103885,-2.112237007551893,-46.458363889187574,4
-58.36238046859272,13.36224182749458,-75.14073402340492,4
-32.24411004113016,29.255150262128087,-72.42265937866428,4
-55.48041384194525,2.94693471664362,-81.71781523477983,4
1.1609970731678392,-24.37565025338491,-51.31450104268923,4
-14.327276664722891,-17.947157511672188,-101.80139390002498,4
-23.63180760161124,29.320593584814922,-72.74404426904235,4
