x,y,z,Frame
32.656819141077975,-6.493618409776496,-88.17453670855843,10
-7.724816435810889,30.994183697120693,-56.25041794805296,10
-4.644900868645444,33.429765613784106,-57.99744088137035,10
13.569474472663334,40.216337554450575,-52.77327231391364,10
20.226819268836813,38.91188098490941,-43.249297542394096,10
-7.973526388886426,19.090528578963887,-29.86319920970063,10
31.353290325965663,23.48779994504924,-36.72781790150266,10
26.55779799445039,28.2094129014792,-48.23600069913441,10
27.04747872708533,15.591521018072696,-81.20926847283242,10
39.03860069595186,-14.845713652824967,-68.1568843415934,10
27.02926296692041,-17.11686655147046,-86.39349474594522,10
36.27941773977884,-7.168413727800502,-47.938013058575805,10
43.37108922110529,-3.158328530032361,-75.73641308563354,10
41.93775370254151,14.866440046817539,-63.222025569832496,10
25.495982986939996,-8.090494165818848,-88.69350560287981,10
12.291046948583183,9.170573557034457,-79.9392327336636,10
24.647862286828854,38.4075059861688,-59.856486600656865,10
25.21468571375777,-17.421254451821788,-79.6432219730939,10
39.1777626788794,-4.877874638877864,-83.2856474444904,10
32.551346458476814,18.890618477112206,-71.53208865940937,10
0.1495813420822538,20.67247299031451,-25.855484946565905,10
-14.479881405223265,21.58505819676881,-43.85914166169354,10
-7.976351602805018,17.653224516910953,-27.022120836030897,10
3.6832633142965236,14.540428906814267,-19.72404159905937,10
-15.365723807630234,19.027312739662474,-29.905242907480122,10
-5.17989401250954,19.709964538112843,-17.29028485397169,10
2.4618751470590596,15.104884497275037,-13.90021254688534,10
0.935689130949733,5.3411316091078325,-15.788966638599419,10
-13.119277723113836,10.137961970563024,-28.254663699500497,10
-17.406645868607164,9.321320014017129,-44.97310732834397,10
-2.2046584564111837,3.1414954020233035,-26.409426558515378,10
-13.241678458643303,0.9335944404134062,-38.1288351546658,10
13.086421620134756,27.808225104647878,-26.76874995025048,10
19.636527599722825,13.167561206556968,-38.481433136002266,10
-9.73602798377628,-1.0163072392665753,-29.462857935001225,10
35.94314704972561,27.043498613382635,-52.10144998727471,10
6.949005735342871,14.095541025076189,-72.75189253394056,10
26.36910461255714,23.617650001369803,-61.48125247410379,10
35.241792826428,2.918326418771354,-29.843438598303702,10
25.656439574779405,2.5276064426661673,-78.8201855175525,10
38.616291402550196,-12.054848527673451,-57.73118527092592,10
41.1073075469084,5.420884761475782,-66.83282805142369,10
20.327130456638297,-0.40582155008347287,-82.11932479540722,10
32.94699821454414,3.1691304251114207,-70.93120372177933,10
-2.743153046995972,20.89971949792049,-70.64821732221517,10
-15.7087540245909,19.283204802732488,-48.425230403112224,10
-10.071728303156119,22.65733183214502,-66.88343855820146,10
13.380038535095407,5.35439396078773,-30.766992298413996,10
2.495079324000024,4.376641443128066,-24.842456729117437,10
4.160853019252826,38.044434276342415,-58.84725136564111,10
42.59346366278197,-8.66662289385208,-70.97569604299476,10
41.31113905560738,7.568083287256726,-53.990492944238625,10
18.144799303344623,31.13086498422822,-29.636032972336338,10
28.416391909532898,-14.220109362153961,-90.22921560385151,10
35.270784466899684,-14.92540325033296,-96.46833633174104,10
35.51285595408617,16.285238426409364,-46.202037620583276,10
42.05329987056188,-0.9953213139203649,-62.74459367053016,10
27.647993487455913,-16.311408049760903,-69.95476624416378,10
24.49045752021779,-10.803371287147225,-44.973075907433625,10
19.57662730623999,-5.427206766854626,-34.01986186611988,10
26.0170547388278,-14.218571525631386,-58.207002077985855,10
6.682289674799588,22.918365737193223,-25.18881662198692,10
10.546947053239037,13.188472486350573,-31.33895227178482,10
-13.011224557861865,25.960242176089896,-50.52600106919458,10
-14.770646337727712,26.019691125117767,-57.48261035774806,10
18.985266877093697,24.457726610919345,-72.99240716951374,10
11.37859404760687,33.67527279195597,-66.097761822489,10
35.92327737045657,-21.302285509424063,-78.97953477792112,10
37.02384606470324,-21.930551147593228,-88.95533051001077,10
46.10505629507782,-15.813713177990818,-86.17771390756292,10
-1.2241578203906742,17.165708984882855,-66.14119426104124,10
-10.199710945464373,15.834440754712112,-56.89439889879115,10
-7.590775694983515,17.317973507623773,-63.95408225277583,10
