x	y	z	contour type	frameID	weight	time frame
-24.95295	-25.27687	-44.79938	SAX_RV_FREEWALL	3	1.0	11
-26.64951	-24.17210	-47.20538	SAX_RV_FREEWALL	3	1.0	11
-28.87720	-24.17210	-48.92223	SAX_RV_FREEWALL	3	1.0	11
-31.10489	-24.17210	-50.63907	SAX_RV_FREEWALL	3	1.0	11
-33.33258	-24.17211	-52.35592	SAX_RV_FREEWALL	3	1.0	11
-35.02915	-23.06734	-54.76192	SAX_RV_FREEWALL	3	1.0	11
-36.72571	-21.96257	-57.16793	SAX_RV_FREEWALL	3	1.0	11
-38.95340	-21.96258	-58.88477	SAX_RV_FREEWALL	3	1.0	11
-40.64997	-20.85781	-61.29077	SAX_RV_FREEWALL	3	1.0	11
-42.34654	-19.75304	-63.69678	SAX_RV_FREEWALL	3	1.0	11
-44.04311	-18.64828	-66.10278	SAX_RV_FREEWALL	3	1.0	11
-46.27079	-18.64828	-67.81962	SAX_RV_FREEWALL	3	1.0	11
-47.43624	-16.43875	-70.91478	SAX_RV_FREEWALL	3	1.0	11
-47.48784	-14.22921	-73.15152	SAX_RV_FREEWALL	3	1.0	11
-46.42560	-12.01967	-74.52983	SAX_RV_FREEWALL	3	1.0	11
-46.47720	-9.81014	-76.76657	SAX_RV_FREEWALL	3	1.0	11
-44.30112	-7.60060	-77.28646	SAX_RV_FREEWALL	3	1.0	11
-42.12503	-5.39106	-77.80635	SAX_RV_FREEWALL	3	1.0	11
-41.06279	-3.18153	-79.18466	SAX_RV_FREEWALL	3	1.0	11
-37.77286	-0.97199	-78.84613	SAX_RV_FREEWALL	3	1.0	11
-35.59677	1.23755	-79.36602	SAX_RV_FREEWALL	3	1.0	11
-32.30684	3.44709	-79.02749	SAX_RV_FREEWALL	3	1.0	11
-29.01691	5.65663	-78.68896	SAX_RV_FREEWALL	3	1.0	11
-25.72698	7.86617	-78.35043	SAX_RV_FREEWALL	3	1.0	11
-22.96817	8.97094	-77.32274	SAX_RV_FREEWALL	3	1.0	11
-20.20936	10.07571	-76.29505	SAX_RV_FREEWALL	3	1.0	11
-17.45055	11.18048	-75.26736	SAX_RV_FREEWALL	3	1.0	11
-15.22287	11.18048	-73.55051	SAX_RV_FREEWALL	3	1.0	11
8.25597	-16.43869	-27.99364	SAX_RV_FREEWALL	3	1.0	11
5.49716	-17.54346	-29.02133	SAX_RV_FREEWALL	3	1.0	11
2.73835	-18.64823	-30.04902	SAX_RV_FREEWALL	3	1.0	11
-0.02046	-19.75300	-31.07671	SAX_RV_FREEWALL	3	1.0	11
-2.77927	-20.85777	-32.10440	SAX_RV_FREEWALL	3	1.0	11
-5.53808	-21.96254	-33.13209	SAX_RV_FREEWALL	3	1.0	11
-8.29689	-23.06731	-34.15978	SAX_RV_FREEWALL	3	1.0	11
