x	y	z	contour type	frameID	weight	time frame
-39.97021	-20.95398	-32.22571	SAX_RV_FREEWALL	2	1.0	16
-41.66677	-19.84921	-34.63171	SAX_RV_FREEWALL	2	1.0	16
-43.89446	-19.84921	-36.34856	SAX_RV_FREEWALL	2	1.0	16
-46.12215	-19.84922	-38.06540	SAX_RV_FREEWALL	2	1.0	16
-48.34984	-19.84922	-39.78225	SAX_RV_FREEWALL	2	1.0	16
-50.57753	-19.84922	-41.49909	SAX_RV_FREEWALL	2	1.0	16
-52.27409	-18.74446	-43.90510	SAX_RV_FREEWALL	2	1.0	16
-54.50178	-18.74446	-45.62194	SAX_RV_FREEWALL	2	1.0	16
-56.72947	-18.74446	-47.33879	SAX_RV_FREEWALL	2	1.0	16
-58.95716	-18.74446	-49.05563	SAX_RV_FREEWALL	2	1.0	16
-60.65373	-17.63970	-51.46164	SAX_RV_FREEWALL	2	1.0	16
-61.81917	-15.43016	-54.55679	SAX_RV_FREEWALL	2	1.0	16
-64.04686	-15.43016	-56.27364	SAX_RV_FREEWALL	2	1.0	16
-65.74343	-14.32540	-58.67964	SAX_RV_FREEWALL	2	1.0	16
-66.90888	-12.11586	-61.77480	SAX_RV_FREEWALL	2	1.0	16
-68.07432	-9.90633	-64.86996	SAX_RV_FREEWALL	2	1.0	16
-68.12592	-7.69679	-67.10670	SAX_RV_FREEWALL	2	1.0	16
-67.06368	-5.48726	-68.48501	SAX_RV_FREEWALL	2	1.0	16
-66.00144	-3.27772	-69.86332	SAX_RV_FREEWALL	2	1.0	16
-64.93920	-1.06818	-71.24164	SAX_RV_FREEWALL	2	1.0	16
-62.76311	1.14135	-71.76153	SAX_RV_FREEWALL	2	1.0	16
-61.70087	3.35089	-73.13984	SAX_RV_FREEWALL	2	1.0	16
-59.52479	5.56043	-73.65973	SAX_RV_FREEWALL	2	1.0	16
-57.34870	7.76997	-74.17962	SAX_RV_FREEWALL	2	1.0	16
-55.17261	9.97950	-74.69951	SAX_RV_FREEWALL	2	1.0	16
-51.88268	12.18904	-74.36098	SAX_RV_FREEWALL	2	1.0	16
-49.70660	14.39858	-74.88087	SAX_RV_FREEWALL	2	1.0	16
-46.41667	16.60812	-74.54234	SAX_RV_FREEWALL	2	1.0	16
-43.12674	18.81766	-74.20381	SAX_RV_FREEWALL	2	1.0	16
-40.36793	19.92243	-73.17612	SAX_RV_FREEWALL	2	1.0	16
-37.60912	21.02720	-72.14843	SAX_RV_FREEWALL	2	1.0	16
-34.85031	22.13197	-71.12074	SAX_RV_FREEWALL	2	1.0	16
-32.62262	22.13197	-69.40390	SAX_RV_FREEWALL	2	1.0	16
-30.39493	22.13197	-67.68705	SAX_RV_FREEWALL	2	1.0	16
-28.16724	22.13198	-65.97020	SAX_RV_FREEWALL	2	1.0	16
-19.59630	-11.01105	-26.41020	SAX_RV_FREEWALL	2	1.0	16
-22.35511	-12.11582	-27.43789	SAX_RV_FREEWALL	2	1.0	16
-25.11392	-13.22059	-28.46558	SAX_RV_FREEWALL	2	1.0	16
-27.29000	-15.43013	-27.94569	SAX_RV_FREEWALL	2	1.0	16
-28.35224	-17.63966	-26.56737	SAX_RV_FREEWALL	2	1.0	16
-28.30064	-19.84920	-24.33064	SAX_RV_FREEWALL	2	1.0	16
-28.83176	-20.95397	-23.64148	SAX_RV_FREEWALL	2	1.0	16
-31.05945	-20.95397	-25.35833	SAX_RV_FREEWALL	2	1.0	16
-33.28714	-20.95397	-27.07517	SAX_RV_FREEWALL	2	1.0	16
-35.51483	-20.95397	-28.79202	SAX_RV_FREEWALL	2	1.0	16
-37.74252	-20.95398	-30.50886	SAX_RV_FREEWALL	2	1.0	16
-47.71551	-23.16352	-35.99793	SAX_RV_EPICARDIAL	2	1.0	16
-49.41208	-22.05876	-38.40394	SAX_RV_EPICARDIAL	2	1.0	16
-51.63977	-22.05876	-40.12078	SAX_RV_EPICARDIAL	2	1.0	16
-53.86746	-22.05876	-41.83763	SAX_RV_EPICARDIAL	2	1.0	16
-56.09515	-22.05876	-43.55447	SAX_RV_EPICARDIAL	2	1.0	16
-57.79171	-20.95400	-45.96047	SAX_RV_EPICARDIAL	2	1.0	16
-60.01940	-20.95400	-47.67732	SAX_RV_EPICARDIAL	2	1.0	16
-61.71597	-19.84923	-50.08332	SAX_RV_EPICARDIAL	2	1.0	16
-63.41254	-18.74447	-52.48932	SAX_RV_EPICARDIAL	2	1.0	16
-65.10910	-17.63970	-54.89533	SAX_RV_EPICARDIAL	2	1.0	16
-66.80567	-16.53493	-57.30133	SAX_RV_EPICARDIAL	2	1.0	16
-67.97112	-14.32540	-60.39649	SAX_RV_EPICARDIAL	2	1.0	16
-69.66769	-13.22063	-62.80249	SAX_RV_EPICARDIAL	2	1.0	16
-69.71929	-11.01110	-65.03923	SAX_RV_EPICARDIAL	2	1.0	16
-69.77089	-8.80156	-67.27596	SAX_RV_EPICARDIAL	2	1.0	16
-67.64641	-4.38249	-70.03259	SAX_RV_EPICARDIAL	2	1.0	16
-67.69801	-2.17295	-72.26933	SAX_RV_EPICARDIAL	2	1.0	16
-65.52192	0.03658	-72.78922	SAX_RV_EPICARDIAL	2	1.0	16
-64.45968	2.24612	-74.16753	SAX_RV_EPICARDIAL	2	1.0	16
-62.28359	4.45566	-74.68742	SAX_RV_EPICARDIAL	2	1.0	16
-60.10751	6.66520	-75.20731	SAX_RV_EPICARDIAL	2	1.0	16
-57.93142	8.87473	-75.72720	SAX_RV_EPICARDIAL	2	1.0	16
-55.75534	11.08427	-76.24709	SAX_RV_EPICARDIAL	2	1.0	16
-53.57925	13.29381	-76.76698	SAX_RV_EPICARDIAL	2	1.0	16
-51.40316	15.50335	-77.28687	SAX_RV_EPICARDIAL	2	1.0	16
-48.11323	17.71288	-76.94834	SAX_RV_EPICARDIAL	2	1.0	16
-44.82330	19.92242	-76.60981	SAX_RV_EPICARDIAL	2	1.0	16
-42.06449	21.02719	-75.58212	SAX_RV_EPICARDIAL	2	1.0	16
-39.30568	22.13196	-74.55443	SAX_RV_EPICARDIAL	2	1.0	16
-36.54688	23.23673	-73.52674	SAX_RV_EPICARDIAL	2	1.0	16
-33.78807	24.34151	-72.49905	SAX_RV_EPICARDIAL	2	1.0	16
-31.56038	24.34151	-70.78221	SAX_RV_EPICARDIAL	2	1.0	16
-29.33269	24.34151	-69.06536	SAX_RV_EPICARDIAL	2	1.0	16
-27.10500	24.34151	-67.34852	SAX_RV_EPICARDIAL	2	1.0	16
-24.87731	24.34151	-65.63167	SAX_RV_EPICARDIAL	2	1.0	16
-23.71187	22.13198	-62.53651	SAX_RV_EPICARDIAL	2	1.0	16
-33.81826	-22.05874	-26.38602	SAX_RV_EPICARDIAL	2	1.0	16
-32.12169	-23.16351	-23.98001	SAX_RV_EPICARDIAL	2	1.0	16
-34.34938	-23.16351	-25.69686	SAX_RV_EPICARDIAL	2	1.0	16
-36.57707	-23.16351	-27.41370	SAX_RV_EPICARDIAL	2	1.0	16
-38.80476	-23.16351	-29.13055	SAX_RV_EPICARDIAL	2	1.0	16
-41.03245	-23.16352	-30.84740	SAX_RV_EPICARDIAL	2	1.0	16
-43.26014	-23.16352	-32.56424	SAX_RV_EPICARDIAL	2	1.0	16
-45.48782	-23.16352	-34.28109	SAX_RV_EPICARDIAL	2	1.0	16
-26.47068	21.02721	-63.56420	SAX_RV_SEPTUM	2	1.0	16
-24.77411	19.92244	-61.15820	SAX_RV_SEPTUM	2	1.0	16
-25.83635	17.71291	-59.77989	SAX_RV_SEPTUM	2	1.0	16
-25.78475	15.50337	-57.54315	SAX_RV_SEPTUM	2	1.0	16
-25.73314	13.29384	-55.30641	SAX_RV_SEPTUM	2	1.0	16
-25.68154	11.08430	-53.06968	SAX_RV_SEPTUM	2	1.0	16
-25.62994	8.87476	-50.83294	SAX_RV_SEPTUM	2	1.0	16
-25.57834	6.66523	-48.59620	SAX_RV_SEPTUM	2	1.0	16
-24.41289	4.45570	-45.50105	SAX_RV_SEPTUM	2	1.0	16
-23.24744	2.24616	-42.40589	SAX_RV_SEPTUM	2	1.0	16
-23.19584	0.03663	-40.16915	SAX_RV_SEPTUM	2	1.0	16
-23.14424	-2.17291	-37.93241	SAX_RV_SEPTUM	2	1.0	16
-21.97879	-4.38244	-34.83726	SAX_RV_SEPTUM	2	1.0	16
-20.28223	-5.48721	-32.43125	SAX_RV_SEPTUM	2	1.0	16
-18.58566	-6.59198	-30.02525	SAX_RV_SEPTUM	2	1.0	16
-16.88909	-7.69674	-27.61925	SAX_RV_SEPTUM	2	1.0	16
-16.30637	-8.80151	-26.07167	SAX_RV_SEPTUM	2	1.0	16
