x	y	z	contour type	frameID	weight	time frame
-52.11929	-25.37306	-37.19489	SAX_RV_FREEWALL	2	1.0	0
-53.81585	-24.26830	-39.60089	SAX_RV_FREEWALL	2	1.0	0
-56.04354	-24.26830	-41.31774	SAX_RV_FREEWALL	2	1.0	0
-58.27123	-24.26830	-43.03458	SAX_RV_FREEWALL	2	1.0	0
-60.49892	-24.26830	-44.75143	SAX_RV_FREEWALL	2	1.0	0
-62.19549	-23.16354	-47.15743	SAX_RV_FREEWALL	2	1.0	0
-63.89205	-22.05877	-49.56343	SAX_RV_FREEWALL	2	1.0	0
-65.58862	-20.95400	-51.96943	SAX_RV_FREEWALL	2	1.0	0
-66.75407	-18.74447	-55.06459	SAX_RV_FREEWALL	2	1.0	0
-67.91952	-16.53494	-58.15975	SAX_RV_FREEWALL	2	1.0	0
-69.08496	-14.32540	-61.25491	SAX_RV_FREEWALL	2	1.0	0
-70.25041	-12.11587	-64.35007	SAX_RV_FREEWALL	2	1.0	0
-70.30201	-9.90633	-66.58681	SAX_RV_FREEWALL	2	1.0	0
-70.35361	-7.69680	-68.82354	SAX_RV_FREEWALL	2	1.0	0
-69.29137	-5.48726	-70.20186	SAX_RV_FREEWALL	2	1.0	0
-68.22913	-3.27772	-71.58017	SAX_RV_FREEWALL	2	1.0	0
-67.16689	-1.06819	-72.95848	SAX_RV_FREEWALL	2	1.0	0
-66.10465	1.14135	-74.33680	SAX_RV_FREEWALL	2	1.0	0
-63.92856	3.35089	-74.85669	SAX_RV_FREEWALL	2	1.0	0
-62.86632	5.56042	-76.23500	SAX_RV_FREEWALL	2	1.0	0
-60.69023	7.76996	-76.75489	SAX_RV_FREEWALL	2	1.0	0
-58.51415	9.97950	-77.27478	SAX_RV_FREEWALL	2	1.0	0
-55.22422	12.18904	-76.93625	SAX_RV_FREEWALL	2	1.0	0
-53.04813	14.39858	-77.45614	SAX_RV_FREEWALL	2	1.0	0
-49.75820	16.60812	-77.11761	SAX_RV_FREEWALL	2	1.0	0
-46.46827	18.81765	-76.77908	SAX_RV_FREEWALL	2	1.0	0
-43.70946	19.92242	-75.75139	SAX_RV_FREEWALL	2	1.0	0
-40.95065	21.02719	-74.72370	SAX_RV_FREEWALL	2	1.0	0
-38.19184	22.13197	-73.69601	SAX_RV_FREEWALL	2	1.0	0
-35.43303	23.23674	-72.66832	SAX_RV_FREEWALL	2	1.0	0
-33.20534	23.23674	-70.95147	SAX_RV_FREEWALL	2	1.0	0
