x	y	z	contour type	frameID	weight	time frame
-57.84332	-18.74446	-48.19721	SAX_RV_FREEWALL	2	1.0	15
-59.53988	-17.63969	-50.60321	SAX_RV_FREEWALL	2	1.0	15
-61.23645	-16.53493	-53.00922	SAX_RV_FREEWALL	2	1.0	15
-62.93302	-15.43016	-55.41522	SAX_RV_FREEWALL	2	1.0	15
-64.09846	-13.22063	-58.51038	SAX_RV_FREEWALL	2	1.0	15
-64.15007	-11.01109	-60.74711	SAX_RV_FREEWALL	2	1.0	15
-65.31551	-8.80156	-63.84227	SAX_RV_FREEWALL	2	1.0	15
-65.36712	-6.59202	-66.07901	SAX_RV_FREEWALL	2	1.0	15
-65.41872	-4.38249	-68.31574	SAX_RV_FREEWALL	2	1.0	15
-65.47032	-2.17295	-70.55248	SAX_RV_FREEWALL	2	1.0	15
-63.29423	0.03659	-71.07237	SAX_RV_FREEWALL	2	1.0	15
-61.11815	2.24612	-71.59226	SAX_RV_FREEWALL	2	1.0	15
-60.05591	4.45566	-72.97058	SAX_RV_FREEWALL	2	1.0	15
-57.87982	6.66520	-73.49047	SAX_RV_FREEWALL	2	1.0	15
-55.70373	8.87473	-74.01036	SAX_RV_FREEWALL	2	1.0	15
-53.52765	11.08427	-74.53025	SAX_RV_FREEWALL	2	1.0	15
-50.23772	13.29381	-74.19172	SAX_RV_FREEWALL	2	1.0	15
-46.94779	15.50335	-73.85318	SAX_RV_FREEWALL	2	1.0	15
-44.77170	17.71289	-74.37307	SAX_RV_FREEWALL	2	1.0	15
-42.01289	18.81766	-73.34538	SAX_RV_FREEWALL	2	1.0	15
-39.25408	19.92243	-72.31770	SAX_RV_FREEWALL	2	1.0	15
-36.49527	21.02720	-71.29001	SAX_RV_FREEWALL	2	1.0	15
-34.26758	21.02720	-69.57316	SAX_RV_FREEWALL	2	1.0	15
-32.03990	21.02720	-67.85632	SAX_RV_FREEWALL	2	1.0	15
-29.81221	21.02721	-66.13947	SAX_RV_FREEWALL	2	1.0	15
-27.58452	21.02721	-64.42262	SAX_RV_FREEWALL	2	1.0	15
-23.62376	-5.48721	-35.00652	SAX_RV_FREEWALL	2	1.0	15
-25.85145	-5.48722	-36.72337	SAX_RV_FREEWALL	2	1.0	15
-27.54801	-4.38245	-39.12937	SAX_RV_FREEWALL	2	1.0	15
-29.77570	-4.38245	-40.84621	SAX_RV_FREEWALL	2	1.0	15
